Shopping_ID,Subcategory,Source_Dataset,Store_ID,Store_Name,Locality,Store_Type,Main_Categories,Chennai_Zone,Address,Phone,Rating,Review_Count,Verification_Status,Main_Products,Data_Status,Market_ID,Market_Name,Shopping_Categories,Market_Type,Operating_Days,Typical_Operating_Time,Mall_Name,Type,Developer_or_Group,Notes,Interest_Category
350,Textiles & Silk Stores,textiles and silk stores.csv,24.0,Sree Kumaran Thanga Maligai & Silks,T. Nagar,Silk & Textile,,South/Central Chennai,,,,,,"Silk sarees, textiles",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
351,Textiles & Silk Stores,textiles and silk stores.csv,25.0,Saravana Selvarathnam Textiles,T. Nagar,Textile Store,,South/Central Chennai,,,,,,"Sarees, dress materials, textiles",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
352,Textiles & Silk Stores,textiles and silk stores.csv,26.0,Saravana Stores - Chromepet,Chromepet,Textile Store,,Chennai Metropolitan Area,,,,,,"Sarees, textiles, apparel",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
353,Textiles & Silk Stores,textiles and silk stores.csv,27.0,Saravana Stores - Padi,Padi,Textile Store,,West Chennai,,,,,,"Sarees, textiles, apparel",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
354,Textiles & Silk Stores,textiles and silk stores.csv,28.0,The Chennai Silks - T. Nagar,T. Nagar,Textile & Silk Showroom,,South/Central Chennai,,,,,,"Silk sarees, textiles, apparel",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
355,Textiles & Silk Stores,textiles and silk stores.csv,29.0,The Chennai Silks - Velachery,Velachery,Textile & Silk Showroom,,South Chennai,,,,,,"Silk sarees, textiles, apparel",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
356,Textiles & Silk Stores,textiles and silk stores.csv,30.0,The Chennai Silks - Chromepet,Chromepet,Textile & Silk Showroom,,Chennai Metropolitan Area,,,,,,"Silk sarees, textiles, apparel",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
357,Textiles & Silk Stores,textiles and silk stores.csv,31.0,The Chennai Silks - Anna Nagar,Anna Nagar,Textile & Silk Showroom,,West Chennai,,,,,,"Silk sarees, textiles, apparel",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
358,Textiles & Silk Stores,textiles and silk stores.csv,32.0,Kalanikethan,T. Nagar,Textile Store,,South/Central Chennai,,,,,,"Sarees, silk, ethnic wear",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
359,Textiles & Silk Stores,textiles and silk stores.csv,33.0,Kalanikethan - Anna Nagar,Anna Nagar,Textile Store,,West Chennai,,,,,,"Sarees, silk, ethnic wear",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
360,Textiles & Silk Stores,textiles and silk stores.csv,34.0,Kalanikethan - Velachery,Velachery,Textile Store,,South Chennai,,,,,,"Sarees, silk, ethnic wear",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
361,Textiles & Silk Stores,textiles and silk stores.csv,35.0,Kalanikethan - Chromepet,Chromepet,Textile Store,,Chennai Metropolitan Area,,,,,,"Sarees, silk, ethnic wear",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
362,Textiles & Silk Stores,textiles and silk stores.csv,36.0,Hayagrivas Silk House - Adyar,Adyar,Silk Sarees,,South Chennai,,,,,,"Premium silk, bridal sarees",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
363,Textiles & Silk Stores,textiles and silk stores.csv,37.0,Hayagrivas Silk House - T. Nagar,T. Nagar,Silk Sarees,,South/Central Chennai,,,,,,"Premium silk, bridal sarees",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
364,Textiles & Silk Stores,textiles and silk stores.csv,38.0,Kanakavalli,Alwarpet,Silk & Handloom Boutique,,Central/South Chennai,,,,,,"Handloom sarees, silk",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
365,Textiles & Silk Stores,textiles and silk stores.csv,39.0,Co-optex - Egmore,Egmore,Government Handloom Store,,Central Chennai,,,,,,"Handloom sarees, silk, cotton",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
366,Textiles & Silk Stores,textiles and silk stores.csv,40.0,Co-optex - T. Nagar,T. Nagar,Government Handloom Store,,South/Central Chennai,,,,,,"Handloom sarees, silk, cotton",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
367,Textiles & Silk Stores,textiles and silk stores.csv,41.0,Co-optex - Mylapore,Mylapore,Government Handloom Store,,Central Chennai,,,,,,"Handloom sarees, silk, cotton",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
368,Textiles & Silk Stores,textiles and silk stores.csv,42.0,Co-optex - Anna Nagar,Anna Nagar,Government Handloom Store,,West Chennai,,,,,,"Handloom sarees, silk, cotton",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
369,Textiles & Silk Stores,textiles and silk stores.csv,43.0,The Vadasery Handloom Weavers Store,Mylapore,Handloom Store,,Central Chennai,"25, Ramakrishna Mutt Rd, Mylapore, Chennai 600004",914424641746.0,4.5,227.0,,"Handloom textiles, sarees",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
370,Textiles & Silk Stores,textiles and silk stores.csv,44.0,Buvanagiri Handlooms,Anna Nagar,Handloom Store,,West Chennai,"1193, 12th Main Rd, Anna Nagar West, Chennai 600040",919994452190.0,4.6,233.0,,"Handloom sarees, textiles",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
371,Textiles & Silk Stores,textiles and silk stores.csv,45.0,Sri Baba Handlooms,T. Nagar,Handloom Store,,South/Central Chennai,,,,,,"Handloom textiles, sarees",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
372,Textiles & Silk Stores,textiles and silk stores.csv,46.0,Haryana Handloom,Velachery,Handloom Store,,South Chennai,"93, 3rd Main Rd, Velachery, Chennai 600042",919840256573.0,4.8,88.0,,Handloom and home textiles,Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
373,Textiles & Silk Stores,textiles and silk stores.csv,47.0,Punjab Handloom World,Kodambakkam,Handloom/Textile Store,,West Chennai,"324, Arcot Rd, Kodambakkam, Chennai 600024",918925535074.0,3.8,487.0,,"Home textiles, curtains, fabrics",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
374,Textiles & Silk Stores,textiles and silk stores.csv,48.0,Handloom House,Chromepet,Handloom Store,,Chennai Metropolitan Area,,,,,,Handloom textiles,Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
375,Textiles & Silk Stores,textiles and silk stores.csv,49.0,Silk House,Mylapore,Textile Dealer,,Central Chennai,,,,,,Silk and blouse materials,Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
376,Textiles & Silk Stores,textiles and silk stores.csv,50.0,Beekay Silk Sarees,Parrys,Silk Sarees,,Central/North Chennai,,,,,,Silk sarees,Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
377,Textiles & Silk Stores,textiles and silk stores.csv,51.0,Siva Silks,Parrys,Silk Sarees,,Central/North Chennai,,,,,,"Sarees, silk textiles",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
378,Textiles & Silk Stores,textiles and silk stores.csv,52.0,Kamal Kishore,Parrys,Textile Dealer,,Central/North Chennai,,,,,,"Dhotis, blouse materials",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
379,Textiles & Silk Stores,textiles and silk stores.csv,53.0,H Mani Sunker Davay & Son,Park Town,Textile Dealer,,Central Chennai,,,,,,"Silk dhotis, textiles",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
380,Textiles & Silk Stores,textiles and silk stores.csv,54.0,The Raymond Shop - Park Town,Park Town,Textile Store,,Central Chennai,,,,,,"Shirtings, suitings",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
381,Textiles & Silk Stores,textiles and silk stores.csv,55.0,T.Mangharam - The Fabric People,Park Town,Fabric Store,,Central Chennai,"49, Rattan Bazaar Rd, Park Town, Chennai 600003",914425355722.0,4.2,3268.0,,"Dress fabrics, shirtings, suitings",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
382,Textiles & Silk Stores,textiles and silk stores.csv,56.0,Madras Textiles,Sowcarpet,Fabric Store,,Central/North Chennai,"162, Mint St, Sowcarpet, Chennai 600001",919551102968.0,4.8,343.0,,"Fabrics, textiles, dress materials",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
383,Textiles & Silk Stores,textiles and silk stores.csv,57.0,Fabloe Fabrics,T. Nagar,Fabric Store,,South/Central Chennai,"1 A Rama Street, Off Bazullah Rd, Chennai 600017",919677290503.0,4.0,644.0,,"Designer fabrics, dress materials",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
384,Textiles & Silk Stores,textiles and silk stores.csv,58.0,RIDH - The Fabric Studio,Egmore,Fabric Store,,Central Chennai,"3 & 4, Red Cross Rd, Egmore, Chennai 600008",916381722597.0,4.6,442.0,,"Designer fabrics, textiles",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
385,Textiles & Silk Stores,textiles and silk stores.csv,59.0,Textile India,Purasawalkam,Textile Store,,Central Chennai,"9/17, Vellala St, Purasawalkam, Chennai 600084",,4.7,1997.0,,"Textiles, sarees, clothing",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
386,Textiles & Silk Stores,textiles and silk stores.csv,60.0,Roop Rang Textiles,T. Nagar,Textile Dealer,,South/Central Chennai,,,,,,"Shirtings, suitings",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
387,Textiles & Silk Stores,textiles and silk stores.csv,61.0,Sujaas,Velachery,Textile Dealer,,South Chennai,,,,,,Textiles,Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
388,Textiles & Silk Stores,textiles and silk stores.csv,62.0,Aharya,Thiruvanmiyur,Textile Dealer,,South Chennai,,,,,,"Dress materials, salwar fabrics",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
389,Textiles & Silk Stores,textiles and silk stores.csv,63.0,Variety Silk House,Avadi,Silk/Textile Store,,Chennai Metropolitan Area,,,,,,"Synthetic silk, sarees",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
390,Textiles & Silk Stores,textiles and silk stores.csv,64.0,Sri Ram Lok & Co - T. Nagar,T. Nagar,Textile Store,,South/Central Chennai,,,,,,"Printed sarees, cotton and silk dress materials",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
391,Textiles & Silk Stores,textiles and silk stores.csv,65.0,Sri Ram Lok & Co - Mylapore,Mylapore,Textile Store,,Central Chennai,,,,,,"Printed sarees, cotton and silk dress materials",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
392,Textiles & Silk Stores,textiles and silk stores.csv,66.0,Kanchipuram Thiruvallur Co-op Society,T. Nagar,Handloom Society Store,,South/Central Chennai,,,,,,GI-tagged silk sarees,Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
393,Textiles & Silk Stores,textiles and silk stores.csv,67.0,Kancheepuram Handloom Weavers Cooperative,T. Nagar,Handloom Society Store,,South/Central Chennai,,,,,,"Kanchipuram silk, handloom",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
394,Textiles & Silk Stores,textiles and silk stores.csv,68.0,Tamil Nadu Handloom Weavers' Cooperative Society,Chennai,Handloom Store,,Chennai,,,,,,Handloom and silk textiles,Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
395,Textiles & Silk Stores,textiles and silk stores.csv,69.0,Kanchipuram Murugan Silks - Chennai,T. Nagar,Silk Sarees,,South/Central Chennai,,,,,,Kanchipuram silk,Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
396,Textiles & Silk Stores,textiles and silk stores.csv,70.0,Kanchipuram Sri Seethalakshmi Silks - Chennai,T. Nagar,Silk Sarees,,South/Central Chennai,,,,,,Kanchipuram silk,Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
397,Textiles & Silk Stores,textiles and silk stores.csv,71.0,Kanchipuram Prakash Silks - Chennai,T. Nagar,Silk Sarees,,South/Central Chennai,,,,,,Kanchipuram silk,Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
398,Textiles & Silk Stores,textiles and silk stores.csv,72.0,Kanchipuram Sri Kumaran Silks - Chennai,T. Nagar,Silk Sarees,,South/Central Chennai,,,,,,Kanchipuram silk,Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
399,Textiles & Silk Stores,textiles and silk stores.csv,73.0,Mysore Silk Udyog - Chennai,T. Nagar,Silk Sarees,,South/Central Chennai,,,,,,"Mysore silk, silk sarees",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
400,Textiles & Silk Stores,textiles and silk stores.csv,74.0,Karnataka Silk Industries Corporation - Chennai,T. Nagar,Silk Store,,South/Central Chennai,,,,,,Mysore silk sarees,Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
401,Textiles & Silk Stores,textiles and silk stores.csv,75.0,Kancheepuram Varamahalakshmi Silks - Adyar,Adyar,Silk Sarees,,South Chennai,,,,,,Kanchipuram silk,Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
402,Textiles & Silk Stores,textiles and silk stores.csv,76.0,Kancheepuram Varamahalakshmi Silks - Anna Nagar,Anna Nagar,Silk Sarees,,West Chennai,,,,,,Kanchipuram silk,Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
403,Textiles & Silk Stores,textiles and silk stores.csv,77.0,Sundari Silks - Adyar,Adyar,Silk Sarees,,South Chennai,,,,,,"Kanjivaram, wedding silk sarees",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
404,Textiles & Silk Stores,textiles and silk stores.csv,78.0,RMKV Silks - Anna Nagar,Anna Nagar,Silk Sarees,,West Chennai,,,,,,"Silk sarees, bridal sarees",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
405,Textiles & Silk Stores,textiles and silk stores.csv,79.0,RMKV Silks - Velachery,Velachery,Silk Sarees,,South Chennai,,,,,,"Silk sarees, bridal sarees",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
406,Textiles & Silk Stores,textiles and silk stores.csv,80.0,Pothys Silk - Anna Nagar,Anna Nagar,Silk Sarees,,West Chennai,,,,,,"Silk sarees, traditional wear",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
407,Textiles & Silk Stores,textiles and silk stores.csv,81.0,Pothys Silk - Velachery,Velachery,Silk Sarees,,South Chennai,,,,,,"Silk sarees, traditional wear",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
408,Textiles & Silk Stores,textiles and silk stores.csv,82.0,Pothys Silk - Chromepet,Chromepet,Silk Sarees,,Chennai Metropolitan Area,,,,,,"Silk sarees, traditional wear",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
409,Textiles & Silk Stores,textiles and silk stores.csv,83.0,The Silk Cotton Company - T. Nagar,T. Nagar,Textile Store,,South/Central Chennai,,,,,,Silk cotton sarees,Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
410,Textiles & Silk Stores,textiles and silk stores.csv,84.0,Saree.com / Chennai Silk Collections - T. Nagar,T. Nagar,Saree Store,,South/Central Chennai,,,,,,Silk and designer sarees,Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
411,Textiles & Silk Stores,textiles and silk stores.csv,85.0,Madura Coats / Textile Retail - Chennai,Chennai,Textile Store,,Chennai,,,,,,Textile fabrics,Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
412,Textiles & Silk Stores,textiles and silk stores.csv,86.0,Fabindia - T. Nagar,T. Nagar,Textile & Ethnic Wear,,South/Central Chennai,,,,,,"Handloom, cotton, silk blends",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
413,Textiles & Silk Stores,textiles and silk stores.csv,87.0,Fabindia - Adyar,Adyar,Textile & Ethnic Wear,,South Chennai,,,,,,"Handloom, cotton, silk blends",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
414,Textiles & Silk Stores,textiles and silk stores.csv,88.0,Fabindia - Anna Nagar,Anna Nagar,Textile & Ethnic Wear,,West Chennai,,,,,,"Handloom, cotton, silk blends",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
415,Textiles & Silk Stores,textiles and silk stores.csv,89.0,Fabindia - Velachery,Velachery,Textile & Ethnic Wear,,South Chennai,,,,,,"Handloom, cotton, silk blends",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
416,Textiles & Silk Stores,textiles and silk stores.csv,90.0,Jaypore - Chennai,T. Nagar,Textile & Handloom,,South/Central Chennai,,,,,,"Handloom, silk, crafts",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
417,Textiles & Silk Stores,textiles and silk stores.csv,91.0,Good Earth - Chennai,Alwarpet,Textile & Lifestyle,,Central/South Chennai,,,,,,"Premium textiles, home fabrics",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
418,Textiles & Silk Stores,textiles and silk stores.csv,92.0,Anokhi - Chennai,Alwarpet,Textile Store,,Central/South Chennai,,,,,,"Block prints, cotton textiles",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
419,Textiles & Silk Stores,textiles and silk stores.csv,93.0,Suta - Chennai,T. Nagar,Saree Store,,South/Central Chennai,,,,,,Handloom sarees,Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
420,Textiles & Silk Stores,textiles and silk stores.csv,94.0,Khatri Jamnadas - Chennai,Parrys,Textile Store,,Central/North Chennai,,,,,,"Textiles, dress materials",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
421,Textiles & Silk Stores,textiles and silk stores.csv,95.0,Bharat Handloom House,T. Nagar,Handloom Store,,South/Central Chennai,,,,,,"Handloom sarees, cotton, silk",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
422,Textiles & Silk Stores,textiles and silk stores.csv,96.0,Indian Handloom House,Mylapore,Handloom Store,,Central Chennai,,,,,,"Handloom sarees, fabrics",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
423,Textiles & Silk Stores,textiles and silk stores.csv,97.0,Khadi Kraft - Chennai,Egmore,Khadi/Handloom Store,,Central Chennai,,,,,,"Khadi, cotton, handloom",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
424,Textiles & Silk Stores,textiles and silk stores.csv,98.0,Khadi Gramodyog Bhavan - Chennai,Egmore,Khadi Store,,Central Chennai,,,,,,"Khadi, handloom textiles",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
425,Textiles & Silk Stores,textiles and silk stores.csv,99.0,Central Cottage Industries Emporium - Chennai,Nungambakkam,Handloom/Handicraft Store,,Central Chennai,,,,,,"Silk, handloom, handicrafts",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
426,Textiles & Silk Stores,textiles and silk stores.csv,100.0,Tamil Nadu Khadi Village Industries Board Store,Chennai,Khadi Store,,Chennai,,,,,,Khadi and village textiles,Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
427,Textiles & Silk Stores,textiles and silk stores.csv,101.0,KPS Silk Sarees,Nerkundram,Silk Sarees,,West Chennai,"149, Justice Ratnavel Pandian Road, Nerkundram, Chennai 600107",918807995600.0,5.0,1536.0,,"Kanchipuram silk, wholesale silk",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
428,Textiles & Silk Stores,textiles and silk stores.csv,102.0,Sri Krishna Silk House - Chennai,T. Nagar,Silk Sarees,,South/Central Chennai,,,,,,Silk sarees,Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
429,Textiles & Silk Stores,textiles and silk stores.csv,103.0,Vara Lakshmi Silks - Chennai,T. Nagar,Silk Sarees,,South/Central Chennai,,,,,,Silk and bridal sarees,Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
430,Textiles & Silk Stores,textiles and silk stores.csv,104.0,Kumaramangalam Silks - Chennai,T. Nagar,Silk Sarees,,South/Central Chennai,,,,,,Silk sarees,Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
431,Textiles & Silk Stores,textiles and silk stores.csv,105.0,Sree Devi Textiles - Chennai,T. Nagar,Textile Store,,South/Central Chennai,,,,,,"Sarees, dress materials",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
432,Textiles & Silk Stores,textiles and silk stores.csv,106.0,Apsara Silks - Chennai,T. Nagar,Silk Sarees,,South/Central Chennai,,,,,,Silk sarees,Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
433,Textiles & Silk Stores,textiles and silk stores.csv,107.0,Sakthi Silks - Chennai,T. Nagar,Silk Sarees,,South/Central Chennai,,,,,,Silk sarees,Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
434,Textiles & Silk Stores,textiles and silk stores.csv,108.0,Mahalakshmi Silks - Chennai,T. Nagar,Silk Sarees,,South/Central Chennai,,,,,,Silk sarees,Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
435,Textiles & Silk Stores,textiles and silk stores.csv,109.0,Vijayalakshmi Silks - Chennai,T. Nagar,Silk Sarees,,South/Central Chennai,,,,,,Silk sarees,Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
436,Textiles & Silk Stores,textiles and silk stores.csv,110.0,Rajalakshmi Silks - Chennai,T. Nagar,Silk Sarees,,South/Central Chennai,,,,,,Silk sarees,Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
437,Textiles & Silk Stores,textiles and silk stores.csv,111.0,Sri Venkateswara Textiles - Chennai,Purasawalkam,Textile Store,,Central Chennai,,,,,,"Sarees, textiles",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
438,Textiles & Silk Stores,textiles and silk stores.csv,112.0,Annapoorna Textiles - Chennai,Purasawalkam,Textile Store,,Central Chennai,,,,,,"Sarees, dress materials",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
439,Textiles & Silk Stores,textiles and silk stores.csv,113.0,Mahalakshmi Textiles - Chennai,Purasawalkam,Textile Store,,Central Chennai,,,,,,"Textiles, sarees",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
440,Textiles & Silk Stores,textiles and silk stores.csv,114.0,Raja Textiles - Chennai,Purasawalkam,Textile Store,,Central Chennai,,,,,,"Textiles, dress materials",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
441,Textiles & Silk Stores,textiles and silk stores.csv,115.0,Muthu Textiles - Chennai,Purasawalkam,Textile Store,,Central Chennai,,,,,,"Sarees, fabrics",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
442,Textiles & Silk Stores,textiles and silk stores.csv,116.0,Lakshmi Textiles - Chennai,Mylapore,Textile Store,,Central Chennai,,,,,,"Sarees, dress materials",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
443,Textiles & Silk Stores,textiles and silk stores.csv,117.0,Sri Balaji Textiles - Chennai,Mylapore,Textile Store,,Central Chennai,,,,,,"Sarees, textiles",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
444,Textiles & Silk Stores,textiles and silk stores.csv,118.0,Aishwarya Textiles - Chennai,Adyar,Textile Store,,South Chennai,,,,,,"Sarees, dress materials",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
445,Textiles & Silk Stores,textiles and silk stores.csv,119.0,Sri Devi Handlooms - Chennai,Adyar,Handloom Store,,South Chennai,,,,,,Handloom sarees,Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
446,Textiles & Silk Stores,textiles and silk stores.csv,120.0,Mahalakshmi Handlooms - Chennai,Adyar,Handloom Store,,South Chennai,,,,,,Handloom textiles,Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
447,Textiles & Silk Stores,textiles and silk stores.csv,121.0,Sri Ganesh Textiles - Chennai,Velachery,Textile Store,,South Chennai,,,,,,"Sarees, dress materials",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
448,Textiles & Silk Stores,textiles and silk stores.csv,122.0,Lakshmi Silks - Velachery,Velachery,Silk Sarees,,South Chennai,,,,,,Silk sarees,Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
449,Textiles & Silk Stores,textiles and silk stores.csv,123.0,Sri Murugan Textiles - Chromepet,Chromepet,Textile Store,,Chennai Metropolitan Area,,,,,,"Sarees, textiles",Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
450,Textiles & Silk Stores,textiles and silk stores.csv,124.0,Sri Devi Silks - Chromepet,Chromepet,Silk Sarees,,Chennai Metropolitan Area,,,,,,Silk sarees,Directory candidate - verify before production use,,,,,,,,,,,Shopping Interest
451,Flea Markets,chennai_flea_markets(1).csv,,,George Town / Parrys Corner,,,North/Central Chennai,,,,,,,,1.0,Burma Bazaar,"Imported goods, electronics, accessories, perfumes, bags",Flea & Street Market,Daily,,,,,,Shopping Interest
452,Flea Markets,chennai_flea_markets(1).csv,,,Egmore / Pantheon Road,,,Central Chennai,,,,,,,,2.0,Cotton Alley (Cotton Lane),"Cotton fabrics, dress materials, textiles",Flea & Street Market,Daily,,,,,,Shopping Interest
453,Flea Markets,chennai_flea_markets(1).csv,,,Park Town,,,Central Chennai,,,,,,,,3.0,Moore Market Complex,"Second-hand books, antiques, collectibles, household goods",Flea/Second-hand Market,Daily,,,,,,Shopping Interest
454,Flea Markets,chennai_flea_markets(1).csv,,,Chintadripet / Mount Road,,,Central Chennai,,,,,,,,4.0,Ritchie Street Market,"Electronics, computer parts, cables, mobile accessories",Street/Flea Market,Daily,,,,,,Shopping Interest
455,Flea Markets,chennai_flea_markets(1).csv,,,T. Nagar,,,Central/South Chennai,,,,,,,,5.0,Pondy Bazaar Street Stalls,"Clothing, footwear, jewellery, handbags, accessories, books",Street/Flea-style Market,Daily,,,,,,Shopping Interest
456,Flea Markets,chennai_flea_markets(1).csv,,,T. Nagar,,,Central/South Chennai,,,,,,,,6.0,Ranganathan Street Street Stalls,"Clothing, accessories, footwear, household items",Street/Flea-style Market,Daily,,,,,,Shopping Interest
457,Flea Markets,chennai_flea_markets(1).csv,,,T. Nagar,,,Central/South Chennai,,,,,,,,7.0,Usman Road Street Market,"Clothing, accessories, jewellery, bargain goods",Street Market,Daily,,,,,,Shopping Interest
458,Flea Markets,chennai_flea_markets(1).csv,,,Sowcarpet,,,Central Chennai,,,,,,,,8.0,Sowcarpet Street Market,"Clothing, accessories, cosmetics, snacks, household goods",Street/Flea-style Market,Daily,,,,,,Shopping Interest
459,Flea Markets,chennai_flea_markets(1).csv,,,Sowcarpet,,,Central Chennai,,,,,,,,9.0,Mint Street Market,"Clothing, textiles, accessories, food items",Street/Flea-style Market,Daily,,,,,,Shopping Interest
460,Flea Markets,chennai_flea_markets(1).csv,,,Parrys,,,North/Central Chennai,,,,,,,,10.0,Parrys Corner Street Market,"Wholesale goods, stationery, hardware, textiles, accessories",Street/Flea-style Market,Daily,,,,,,Shopping Interest
461,Flea Markets,chennai_flea_markets(1).csv,,,George Town,,,North/Central Chennai,,,,,,,,11.0,George Town Street Bazaar,"Textiles, household goods, accessories, wholesale products",Street Bazaar,Daily,,,,,,Shopping Interest
462,Flea Markets,chennai_flea_markets(1).csv,,,Mylapore,,,Central Chennai,,,,,,,,12.0,Mylapore Mada Street Market,"Handicrafts, pooja items, traditional goods, accessories",Traditional/Flea-style Market,Daily,,,,,,Shopping Interest
463,Flea Markets,chennai_flea_markets(1).csv,,,Triplicane,,,Central Chennai,,,,,,,,13.0,Triplicane Street Market,"Clothing, footwear, accessories, household goods",Street/Flea-style Market,Daily,,,,,,Shopping Interest
464,Flea Markets,chennai_flea_markets(1).csv,,,Purasawalkam,,,Central Chennai,,,,,,,,14.0,Purasawalkam Street Market,"Clothing, footwear, jewellery, accessories",Street/Flea-style Market,Daily,,,,,,Shopping Interest
